airport_identifier,airport_size,airport_name,elevation_ft,continent,country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
YMYT,small_airport,Merty Merty Airport,,OC,AU,AU-SA,,YMYT,RTY,,"140.31700134277344, -28.58329963684082"
YNAP,small_airport,Nappa Merrie Airport,55.0,OC,AU,AU-QLD,,YNAP,NMR,,"141.13299560546875, -27.558300018310547"
YNAR,medium_airport,Narrandera Airport,474.0,OC,AU,AU-NSW,Narrandera,YNAR,NRA,,"146.511993408, -34.7022018433"
YNBR,medium_airport,Narrabri Airport,788.0,OC,AU,AU-NSW,Narrabri,YNBR,NAA,,"149.82699585, -30.3192005157"
YNGU,medium_airport,Ngukurr Airport,45.0,OC,AU,AU-NT,,YNGU,RPM,,"134.7469940185547, -14.722800254821777"
YNHS,small_airport,Nambucca Heads Airport,,OC,AU,AU-NSW,Nambucca Heads,YNHS,NBH,,"153, -30.649999618530273"
YNIC,small_airport,Nicholson Airport,,OC,AU,AU-WA,,YNIC,NLS,,"128.89999389648438, -18.049999237060547"
YNKA,small_airport,Noonkanbah Airport,,OC,AU,AU-WA,,YNKA,NKB,,"124.851997375, -18.4946994781"
YNMN,small_airport,New Moon Airport,1099.0,OC,AU,AU-QLD,Basalt,YNMN,NMP,YNMN,"145.773, -19.2"
YNPB,small_airport,Napperby Airport,2135.0,OC,AU,AU-NT,Napperby,YNPB,NPP,,"132.7632, -22.5312"
YNRC,small_airport,Naracoorte Airport,169.0,OC,AU,AU-SA,,YNRC,NAC,,"140.72500610351562, -36.98529815673828"
YNRG,small_airport,Narrogin Airport,329.0,OC,AU,AU-WA,Narrogin,YNRG,NRG,,"117.08000183105, -32.930000305176"
YNRM,medium_airport,Narromine Airport,782.0,OC,AU,AU-NSW,,YNRM,QRM,,"148.22500610351562, -32.214698791503906"
YNRV,small_airport,Ravensthorpe Airport,197.0,OC,AU,AU-WA,,YNRV,RVT,,"120.208000183, -33.7971992493"
YNSH,small_airport,Noosa Airport,1.0,OC,AU,AU-QLD,,YNSH,NSV,,"153.06300354003906, -26.42329978942871"
YNSM,small_airport,Norseman Airport,263.0,OC,AU,AU-WA,,YNSM,NSM,,"121.75499725341797, -32.209999084472656"
YNTN,medium_airport,Normanton Airport,73.0,OC,AU,AU-QLD,Normanton,YNTN,NTN,,"141.069664, -17.68409"
YNUB,small_airport,Nullabor Motel Airport,67.0,OC,AU,AU-SA,,YNUB,NUR,,"130.90199279785156, -31.441699981689453"
YNUL,small_airport,Nullagine Airport,381.0,OC,AU,AU-WA,,YNUL,NLL,,"120.197998046875, -21.913299560546875"
YNUM,small_airport,Numbulwar Airport,31.0,OC,AU,AU-NT,,YNUM,NUB,,"135.7169952392578, -14.271699905395508"
YNUT,small_airport,Nutwood Downs Airport,500.0,OC,AU,AU-NT,Nutwood Downs,YNUT,UTD,,"134.1459, -15.8074"
YNWN,medium_airport,Newman Airport,1724.0,OC,AU,AU-WA,Newman,YNWN,ZNE,,"119.803001404, -23.417800903299998"
YNYN,small_airport,Nyngan Airport,569.0,OC,AU,AU-NSW,,YNYN,NYN,,"147.2030029296875, -31.55109977722168"
YOEN,small_airport,Oenpelli Airport,30.0,OC,AU,AU-NT,,YOEN,OPI,,"133.00599670410156, -12.324999809265137"
YOI,small_airport,Opinaca Aerodrome,692.0,NA,CA,CA-QC,ÃlÃ©onore Mine,,YOI,,"-76.611944, 52.221944"
YOLA,small_airport,Colac Airport,137.0,OC,AU,AU-VIC,,YOLA,XCO,,"143.67999267578125, -38.28670120239258"
YOLD,small_airport,Olympic Dam Airport,343.0,OC,AU,AU-SA,Olympic Dam,YOLD,OLP,,"136.876998901, -30.485000610399997"
YOLW,small_airport,Onslow Airport,7.0,OC,AU,AU-WA,,YOLW,ONS,,"115.1129989624, -21.668300628662"
YOOD,small_airport,Oodnadatta Airport,118.0,OC,AU,AU-SA,,YOOD,ODD,,"135.44700622558594, -27.56170082092285"
YOOM,small_airport,Moomba Airport,143.0,OC,AU,AU-SA,,YOOM,MOO,,"140.19700622558594, -28.09939956665039"
YORB,small_airport,Orbost Airport,28.0,OC,AU,AU-VIC,,YORB,RBS,,"148.61000061035156, -37.790000915527344"
YORG,medium_airport,Orange Airport,3115.0,OC,AU,AU-NSW,Orange,YORG,OAG,,"149.132995605, -33.3816986084"
YORV,small_airport,Ord River Airport,390.0,OC,AU,AU-WA,Ord River,YORV,ODR,,"128.91200256347656, -17.34079933166504"
YOSB,small_airport,Osborne Mine Airport,285.0,OC,AU,AU-QLD,,YOSB,OSO,,"140.554992676, -22.0816993713"
YOUY,small_airport,Ouyen Airport,,OC,AU,AU-VIC,,YOUY,OYN,,"142.354488373, -35.0890124268"
YPAD,large_airport,Adelaide International Airport,20.0,OC,AU,AU-SA,Adelaide,YPAD,ADL,,"138.531006, -34.945"
YPAG,medium_airport,Port Augusta Airport,56.0,OC,AU,AU-SA,,YPAG,PUG,,"137.7169952392578, -32.506900787353516"
YPAM,small_airport,Palm Island Airport,28.0,OC,AU,AU-QLD,,YPAM,PMK,,"146.58099365234375, -18.755300521850586"
YPBO,medium_airport,Paraburdoo Airport,1406.0,OC,AU,AU-WA,Paraburdoo,YPBO,PBO,,"117.745002747, -23.1711006165"
YPCC,medium_airport,Cocos (Keeling) Islands Airport,10.0,AS,CC,CC-U-A,Cocos (Keeling) Islands,YPCC,CCK,,"96.8339004517, -12.1883001328"
YPDA,small_airport,Parndana Airport,545.0,OC,AU,AU-SA,Kangaroo Island,YPDA,PDN,YPDA,"137.264, -35.807"
YPDI,small_airport,Pandie Pandie Airport,,OC,AU,AU-SA,,YPDI,PDE,,"139.39999389648438, -26.11669921875"
YPDN,medium_airport,Darwin International Airport,103.0,OC,AU,AU-NT,Darwin,YPDN,DRW,,"130.8769989013672, -12.41469955444336"
YPDO,small_airport,Pardoo Airport,,OC,AU,AU-WA,Pardoo,YPDO,PRD,,"119.58999633789062, -20.11750030517578"
YPEC,small_airport,Lake Macquarie Airport,2.0,OC,AU,AU-NSW,,YLMQ,BEO,,"151.647995, -33.0667"
YPGV,medium_airport,Gove Airport,192.0,OC,AU,AU-NT,Nhulunbuy,YPGV,GOV,,"136.817993164, -12.269399642899998"
YPIR,medium_airport,Port Pirie Airport,40.0,OC,AU,AU-SA,,YPIR,PPI,,"137.9949951171875, -33.23889923095703"
YPJT,medium_airport,Perth Jandakot Airport,99.0,OC,AU,AU-WA,Perth,YPJT,JAD,,"115.88099670410156, -32.09749984741211"
YPKA,medium_airport,Karratha Airport,29.0,OC,AU,AU-WA,Karratha,YPKA,KTA,,"116.773002625, -20.712200164799995"
YPKG,medium_airport,Kalgoorlie Boulder Airport,1203.0,OC,AU,AU-WA,Kalgoorlie,YPKG,KGI,,"121.461997986, -30.789400100699996"
YPKS,medium_airport,Parkes Airport,1069.0,OC,AU,AU-NSW,Parkes,YPKS,PKE,,"148.238998413, -33.131401062"
YPKT,medium_airport,Port Keats Airport,91.0,OC,AU,AU-NT,,YPKT,PKT,,"129.5290069580078, -14.25"
YPKU,medium_airport,Kununurra Airport,145.0,OC,AU,AU-WA,Kununurra,YPKU,KNX,,"128.707992554, -15.7781000137"
YPLC,medium_airport,Port Lincoln Airport,36.0,OC,AU,AU-SA,Port Lincoln,YPLC,PLO,,"135.880004883, -34.6053009033"
YPLM,medium_airport,Learmonth Airport,19.0,OC,AU,AU-WA,Exmouth,YPLM,LEA,,"114.088996887, -22.235599517799997"
YPMH,small_airport,Prominent Hill Airport,745.0,OC,AU,AU-SA,OZ Minerals Prominent Hill Mine,YPMH,PXH,,"135.5244, -29.716"
YPMP,small_airport,Pormpuraaw Airport,10.0,OC,AU,AU-QLD,Pormpuraaw,YPMP,EDR,,"141.60908, -14.896451"
YPMQ,medium_airport,Port Macquarie Airport,12.0,OC,AU,AU-NSW,Port Macquarie,YPMQ,PQQ,,"152.863006592, -31.4358005524"
YPNG,small_airport,Penong Airport,78.0,OC,AU,AU-SA,Penong,YPNG,PEY,,"133, -31.916700363159"
YPOD,medium_airport,Portland Airport,265.0,OC,AU,AU-VIC,,YPOD,PTJ,,"141.4709930419922, -38.31809997558594"
YPPD,medium_airport,Port Hedland International Airport,33.0,OC,AU,AU-WA,Port Hedland,YPPD,PHE,,"118.625999451, -20.3777999878"
YPPH,large_airport,Perth International Airport,67.0,OC,AU,AU-WA,Perth,YPPH,PER,,"115.96700286865234, -31.94029998779297"
YPSH,small_airport,Penneshaw Airport,,OC,AU,AU-SA,Ironstone,YPSH,PEA,,"137.962875366, -35.7558462874"
YPTN,medium_airport,Tindal Airport,443.0,OC,AU,AU-NT,,YPTN,KTR,,"132.3780059814453, -14.521100044250488"
YPWR,small_airport,Woomera Airfield,548.0,OC,AU,AU-SA,Woomera,YPWR,UMR,,"136.81700134277344, -31.14419937133789"
YPXM,medium_airport,Christmas Island Airport,916.0,AS,CX,CX-U-A,Christmas Island,YPXM,XCH,,"105.69000244140625, -10.450599670410156"
YQDI,small_airport,Quirindi Airport,1054.0,OC,AU,AU-NSW,,YQDI,UIR,,"150.51400756835938, -31.4906005859375"
YQLP,medium_airport,Quilpie Airport,655.0,OC,AU,AU-QLD,,YQLP,ULP,,"144.2530059814453, -26.612199783325195"
YQNS,small_airport,Queenstown Airport,867.0,OC,AU,AU-TAS,,YQNS,UEE,,"145.531998, -42.075001"
YRBR,small_airport,Robinson River Airport,,OC,AU,AU-NT,,YRBR,RRV,,"136.945007324, -16.7182998657"
YRD,small_airport,Dean River Airport,62.0,NA,CA,CA-BC,Kimsquit Valley,,YRD,,"-126.964957, 52.82371"
YREN,medium_airport,Renmark Airport,115.0,OC,AU,AU-SA,,YREN,RMK,,"140.6739959716797, -34.1963996887207"
YRMD,small_airport,Richmond Airport,676.0,OC,AU,AU-QLD,,YRMD,RCM,,"143.11500549316406, -20.701900482177734"
YRNG,small_airport,Ramingining Airport,206.0,OC,AU,AU-NT,,YRNG,RAM,,"134.8979949951172, -12.356399536132812"
YROB,small_airport,Robinhood Airport,460.0,OC,AU,AU-QLD,,YROB,ROH,,"143.7100067138672, -18.844999313354492"
YROE,small_airport,Roebourne Airport,,OC,AU,AU-WA,Roebourne,YROE,RBU,,"117.156997681, -20.7616996765"
YROI,small_airport,Robinvale Airport,87.0,OC,AU,AU-VIC,,YROI,RBC,,"142.7830047607422, -34.650001525878906"
YROM,medium_airport,Roma Airport,1032.0,OC,AU,AU-QLD,Roma,YROM,RMA,,"148.774993896, -26.545000076300003"
YRRB,small_airport,Roper Bar Airport,92.0,OC,AU,AU-NT,Roper Bar,YRRB,RPB,,"134.525485, -14.734814"
YRSB,small_airport,Roseberth Airport,55.0,OC,AU,AU-QLD,,YRSB,RSB,,"139.64999389648438, -25.83329963684082"
YRTI,small_airport,Rottnest Island Airport,12.0,OC,AU,AU-WA,,YRTI,RTS,,"115.540001, -32.006699"
YRTP,small_airport,Rutland Plains Airport,15.0,OC,AU,AU-QLD,,YRTP,RTP,,"141.84300231933594, -15.64330005645752"
YRYH,small_airport,Roy Hill Station Airport,,OC,AU,AU-WA,,YRYH,RHL,,"119.959030151, -22.625815891"
YSAN,small_airport,Sandstone Airport,,OC,AU,AU-WA,Sandstone,YSAN,NDS,,"119.2969970703125, -27.979999542236328"
YSBK,medium_airport,Sydney Bankstown Airport,29.0,OC,AU,AU-NSW,Sydney,YSBK,BWU,,"150.98800659179688, -33.924400329589844"
YSCB,large_airport,Canberra International Airport,1886.0,OC,AU,AU-ACT,Canberra,YSCB,CBR,,"149.19500732421875, -35.30690002441406"
YSCH,medium_airport,Coffs Harbour Airport,18.0,OC,AU,AU-NSW,Coffs Harbour,YCFS,CFS,,"153.115997314, -30.3206005096"
YSCN,medium_airport,Camden Airport,230.0,OC,AU,AU-NSW,,YSCN,CDU,,"150.68699645996094, -34.04029846191406"
YSCO,small_airport,Scone Airport,745.0,OC,AU,AU-NSW,,YSCO,NSO,,"150.83200073242188, -32.037200927734375"
YSCR,small_airport,Southern Cross Airport,354.0,OC,AU,AU-WA,,YSCR,SQC,,"119.36000061035156, -31.239999771118164"
YSDU,medium_airport,Dubbo City Regional Airport,935.0,OC,AU,AU-NSW,Dubbo,YSDU,DBO,,"148.574996948, -32.2167015076"
YSGE,small_airport,St George Airport,656.0,OC,AU,AU-QLD,,YSGE,SGO,,"148.59500122070312, -28.049699783325195"
YSGT,small_airport,Singleton Airport,46.0,OC,AU,AU-NSW,Singleton,YSGT,SIX,,"151.193056, -32.600832"
YSGW,small_airport,South Galway Airport,116.0,OC,AU,AU-QLD,,YSGW,ZGL,,"142.10800170898438, -25.683300018310547"
YSHG,small_airport,Shay Gap Airport,620.0,OC,AU,AU-WA,Shay Gap,YSHG,SGP,,"120.14099884033203, -20.424699783325195"
YSHK,medium_airport,Shark Bay Airport,111.0,OC,AU,AU-WA,Denham,YSHK,MJK,,"113.577003479, -25.8938999176"
YSHR,small_airport,Shute Harbour Airport,12.0,OC,AU,AU-QLD,,YSHR,JHQ,,"148.755556, -20.277221"
YSHT,medium_airport,Shepparton Airport,374.0,OC,AU,AU-VIC,,YSHT,SHT,,"145.39300537109375, -36.42890167236328"
YSII,small_airport,Saibai Island Airport,15.0,OC,AU,AU-QLD,Saibai Island,YSII,SBR,,"142.625, -9.378330230710002"
YSMI,medium_airport,Smithton Airport,31.0,OC,AU,AU-TAS,,YSMI,SIO,,"145.08399963378906, -40.834999084472656"
YSMP,small_airport,Smith Point Airport,,OC,AU,AU-NT,,YSMP,SHU,,"132.149993896, -11.149999618499999"
YSMR,small_airport,Strathmore Airport,,OC,AU,AU-QLD,,YSMR,STH,,"142.56700134277344, -17.850000381469727"
YSNB,medium_airport,Snake Bay Airport,173.0,OC,AU,AU-NT,,YSNB,SNB,,"130.6540069580078, -11.422800064086914"
YSNF,medium_airport,Norfolk Island International Airport,371.0,OC,NF,NF-U-A,Burnt Pine,YSNF,NLK,,"167.93899536132812, -29.04159927368164"
YSNW,medium_airport,Nowra Airport,400.0,OC,AU,AU-NSW,,YSNW,NOA,,"150.53700256347656, -34.94889831542969"
YSPE,small_airport,Stanthorpe Airport,2938.0,OC,AU,AU-QLD,,YSPE,SNH,,"151.99099731445312, -28.62030029296875"
YSPK,small_airport,Spring Creek Airport,,OC,AU,AU-QLD,,YSPK,SCG,,"144.56700134277344, -18.63330078125"
YSPT,small_airport,Southport Airport,2.0,OC,AU,AU-QLD,,YSPT,SHQ,,"153.372143, -27.922054"
YSPV,small_airport,Springvale Airport,,OC,AU,AU-QLD,,YSPV,KSV,,"140.6999969482422, -23.549999237060547"
YSRI,medium_airport,RAAF Base Richmond,67.0,OC,AU,AU-NSW,Richmond,YSRI,XRH,,"150.781006, -33.600601"
YSRN,small_airport,Strahan Airport,20.0,OC,AU,AU-TAS,,YSRN,SRN,,"145.29200744628906, -42.154998779296875"
YSSY,large_airport,Sydney Kingsford Smith International Airport,21.0,OC,AU,AU-NSW,Sydney,YSSY,SYD,,"151.177001953125, -33.94609832763672"
YSTH,small_airport,St Helens Airport,48.0,OC,AU,AU-TAS,,YSTH,HLS,,"148.28199768066406, -41.336700439453125"
YSTW,medium_airport,Tamworth Airport,1334.0,OC,AU,AU-NSW,Tamworth,YSTW,TMW,,"150.847000122, -31.0839004517"
YSVP,small_airport,Silver Plains Airport,48.0,OC,AU,AU-QLD,Silver Plains,YSVP,SSP,YSVP,"143.5537, -13.9754"
YSWG,medium_airport,Wagga Wagga City Airport,724.0,OC,AU,AU-NSW,Wagga Wagga,YSWG,WGA,,"147.466003418, -35.1652984619"
YSWH,medium_airport,Swan Hill Airport,234.0,OC,AU,AU-VIC,,YSWH,SWH,,"143.5330047607422, -35.37580108642578"
YSWL,medium_airport,Stawell Airport,807.0,OC,AU,AU-VIC,,YSWL,SWC,,"142.74099731445312, -37.07170104980469"
YTAA,small_airport,Tara Airport,360.0,OC,AU,AU-QLD,,YTAA,XTR,,"150.4770050048828, -27.156700134277344"
YTAB,small_airport,Tableland Homestead Airport,,OC,AU,AU-WA,,YTAB,TBL,,"126.900001526, -17.2833003998"
YTAM,small_airport,Taroom Airport,240.0,OC,AU,AU-QLD,,YTAM,XTO,,"149.89999389648438, -25.801700592041016"
YTAR,small_airport,Tarcoola Airport,,OC,AU,AU-SA,Tarcoola,YTAR,TAQ,,"134.583999634, -30.7033004761"
YTBF,small_airport,Pattaya Airpark,100.0,AS,TH,TH-20,Pattaya,VTBF,PYX,,"100.949444, 12.8325"
YTBR,small_airport,Timber Creek Airport,16.0,OC,AU,AU-NT,,YTBR,TBK,,"130.44500732421875, -15.619999885559082"
YTDR,small_airport,Theodore Airport,171.0,OC,AU,AU-QLD,,YTDR,TDR,,"150.09300231933594, -24.99329948425293"
YTEE,small_airport,Trepell Airport,891.0,OC,AU,AU-QLD,Trepell,YTEE,TQP,,"140.88800048828, -21.834999084473"
YTEF,medium_airport,Telfer Airport,970.0,OC,AU,AU-WA,,YTEF,TEF,,"122.22899627685547, -21.71500015258789"
YTEM,medium_airport,Temora Airport,921.0,OC,AU,AU-NSW,,YTEM,TEM,,"147.51199340820312, -34.4213981628418"
YTGA,small_airport,Tangalooma Airport,,OC,AU,AU-QLD,,YTGA,TAN,,"153.363006592, -27.1299991608"
YTGM,medium_airport,Thargomindah Airport,433.0,OC,AU,AU-QLD,,YTGM,XTG,,"143.81100463867188, -27.986400604248047"
YTHD,small_airport,Theda Station Airport,700.0,OC,AU,AU-WA,Theda Station,YTHD,TDN,,"126.496002197, -14.788100242599999"
YTHY,small_airport,Thylungra Airport,165.0,OC,AU,AU-QLD,,YTHY,TYG,,"143.4669952392578, -26.08329963684082"
YTIB,medium_airport,Tibooburra Airport,584.0,OC,AU,AU-NSW,,YTIB,TYB,,"142.05799865722656, -29.451099395751953"
YTKY,small_airport,Turkey Creek Airport,,OC,AU,AU-WA,Turkey Creek,YTKY,TKY,,"128.205993652, -17.0408000946"
YTMO,small_airport,The Monument Airport,949.0,OC,AU,AU-QLD,Phosphate Hill,YTMO,PHQ,,"139.92399597168, -21.811100006104"
YTMU,medium_airport,Tumut Airport,878.0,OC,AU,AU-NSW,,YTMU,TUM,,"148.24099731445312, -35.26279830932617"
YTMY,small_airport,Tobermorey Airport,,OC,AU,AU-NT,Tobermorey,YTMY,TYP,,"137.9530029296875, -22.255800247192383"
YTNB,small_airport,Tanbar Airport,344.0,OC,AU,AU-QLD,Tanbar Station,YTNB,TXR,,"141.92799377441, -25.847799301147"
YTNG,medium_airport,Thangool Airport,644.0,OC,AU,AU-QLD,Biloela,YTNG,THG,,"150.5760040283203, -24.493900299072266"
YTNK,medium_airport,Tennant Creek Airport,1236.0,OC,AU,AU-NT,Tennant Creek,YTNK,TCA,,"134.18299865722656, -19.6343994140625"
YTOC,small_airport,Tocumwal Airport,372.0,OC,AU,AU-NSW,,YTOC,TCW,,"145.60800170898438, -35.81169891357422"
YTRE,medium_airport,Taree Airport,38.0,OC,AU,AU-NSW,Taree,YTRE,TRO,,"152.514007568, -31.8885993958"
YTST,small_airport,Truscott-Mungalalu Airport,181.0,OC,AU,AU-WA,Anjo Peninsula,YTST,TTX,,"126.3809967041, -14.089699745178"
YTWB,small_airport,Toowoomba Airport,2086.0,OC,AU,AU-QLD,Toowoomba,YTWB,TWB,,"151.916, -27.542801"
YTY,medium_airport,Yangzhou Taizhou Airport,16.0,AS,CN,CN-32,,ZSYA,YTY,,"119.717141, 32.560184"
YUDA,small_airport,Undara Airport,,OC,AU,AU-QLD,,YUDA,UDA,,"144.60000610351562, -18.200000762939453"
YUNY,small_airport,Cluny Airport,90.0,OC,AU,AU-QLD,,YUNY,CZY,,"139.61700439453125, -24.516700744628906"
YUSL,small_airport,Useless Loop Airport,,OC,AU,AU-WA,,YUSL,USL,,"113.4000015258789, -26.16670036315918"
YVRD,small_airport,Victoria River Downs Airport,89.0,OC,AU,AU-NT,,YVRD,VCD,,"131.00497436523438, -16.402124404907227"
YVRS,small_airport,Vanrook Station Airport,43.0,OC,AU,AU-QLD,,YVRS,VNR,,"141.9499969482422, -16.963300704956055"
YWAL,small_airport,Wallal Airport,,OC,AU,AU-WA,Wallal,YWAL,WLA,,"120.649002075, -19.7735996246"
YWAV,small_airport,Wave Hill Airport,201.0,OC,AU,AU-NT,,YWAV,WAV,,"131.1179962158203, -17.393299102783203"
YWBL,small_airport,Warrnambool Airport,242.0,OC,AU,AU-VIC,,YWBL,WMB,,"142.44700622558594, -38.2952995300293"
YWBS,small_airport,Warraber Island Airport,3.0,OC,AU,AU-QLD,Sue Islet,YWBS,SYU,,"142.8249969482422, -10.20829963684082"
YWCA,small_airport,Wilcannia Airport,250.0,OC,AU,AU-NSW,,YWCA,WIO,,"143.375, -31.526399612426758"
YWCH,small_airport,Walcha Airport,,OC,AU,AU-NSW,,YWCH,WLC,,"151.56700134277344, -31"
YWCK,small_airport,Warwick Airport,1500.0,OC,AU,AU-QLD,,YWCK,WAZ,,"151.9429931640625, -28.14940071105957"
YWDA,small_airport,Windarra Airport,,OC,AU,AU-WA,,YWDA,WND,,"122.241996765, -28.4750003815"
YWDG,small_airport,Windarling Airport,1502.0,OC,AU,AU-WA,Windarling Mine,YWDG,WRN,,"119.39, -30.031667"
YWDH,medium_airport,Windorah Airport,452.0,OC,AU,AU-QLD,,YWDH,WNR,,"142.66700744628906, -25.41309928894043"
YWDL,small_airport,Wondoola Airport,58.0,OC,AU,AU-QLD,Wondoola,YWDL,WON,,"140.891998291, -18.5750007629"
YWDV,small_airport,Mount Full Stop Airport,1918.0,OC,AU,AU-QLD,Wando Vale,YWDV,MFL,,"144.8852, -19.67"
YWGT,medium_airport,Wangaratta Airport,504.0,OC,AU,AU-VIC,,YWGT,WGT,,"146.3070068359375, -36.41579818725586"
YWHA,medium_airport,Whyalla Airport,41.0,OC,AU,AU-SA,Whyalla,YWHA,WYA,,"137.51400756835938, -33.05889892578125"
YWHI,small_airport,Whitsunday Island Airport,40.0,OC,AU,AU-QLD,,YWHI,WSY,,"148.755, -20.27611"
YWIT,small_airport,Wittenoom Airport,444.0,OC,AU,AU-WA,,YWIT,WIT,,"118.3479995727539, -22.218299865722656"
YWKB,medium_airport,Warracknabeal Airport,397.0,OC,AU,AU-VIC,,YWKB,WKB,,"142.41900634765625, -36.32109832763672"
YWLG,medium_airport,Walgett Airport,439.0,OC,AU,AU-NSW,,YWLG,WGE,,"148.12600708007812, -30.032800674438477"
YWLM,medium_airport,Newcastle Airport,31.0,OC,AU,AU-NSW,Williamtown,YWLM,NTL,,"151.83399963378906, -32.79499816894531"
YWLU,medium_airport,Wiluna Airport,1649.0,OC,AU,AU-WA,,YWLU,WUN,,"120.22100067138672, -26.629199981689453"
YWMP,small_airport,Wrotham Park Airport,152.0,OC,AU,AU-QLD,,YWMP,WPK,,"144.0019989013672, -16.658300399780273"
YWND,small_airport,Wondai Airport,320.0,OC,AU,AU-QLD,,YWND,WDI,,"151.85800170898438, -26.283300399780273"
YWOL,medium_airport,Wollongong Airport,31.0,OC,AU,AU-NSW,,YWOL,WOL,,"150.78900146484375, -34.561100006103516"
YWOR,small_airport,Wollogorang Airport,199.0,OC,AU,AU-NT,,YWOR,WLL,,"137.93453, -17.2199"
YWRN,medium_airport,Warren Airport,669.0,OC,AU,AU-NSW,,YWRN,QRR,,"147.80299377441406, -31.733299255371094"
YWSL,medium_airport,West Sale Airport,72.0,OC,AU,AU-VIC,Sale,YWSL,SXE,,"146.965335, -38.090827"
YWTL,small_airport,Waterloo Airport,132.0,OC,AU,AU-NT,,YWTL,WLO,,"129.32000732421875, -16.6299991607666"
YWTN,medium_airport,Winton Airport,638.0,OC,AU,AU-QLD,,YWTN,WIN,,"143.08599853515625, -22.36359977722168"
YWUD,small_airport,Wudinna Airport,310.0,OC,AU,AU-SA,,YWUD,WUD,,"135.44700622558594, -33.04330062866211"
YWWA,small_airport,Wee Waa Airport,190.0,OC,AU,AU-NSW,,YWWA,WEW,,"149.4080047607422, -30.25830078125"
YWWG,small_airport,Warrawagine Airport,,OC,AU,AU-WA,,YWWG,WRW,,"120.702003479, -20.8442001343"
YWWI,small_airport,Woodie Woodie Airport,,OC,AU,AU-WA,Woodie Woodie,YWWI,WWI,,"121.23400115966797, -21.662799835205078"
YWWL,medium_airport,West Wyalong Airport,859.0,OC,AU,AU-NSW,West Wyalong,YWWL,WWY,,"147.190994263, -33.9371986389"
YWYM,small_airport,Wyndham Airport,14.0,OC,AU,AU-WA,,YWYM,WYN,,"128.1529998779297, -15.51140022277832"
YWYY,medium_airport,Wynyard Airport,62.0,OC,AU,AU-TAS,Burnie,YWYY,BWT,,"145.7310028076172, -40.9989013671875"
YYA,medium_airport,Sanhe Airport,230.0,AS,CN,CN-43,Yueyang,,YYA,,"113.278, 29.314"
YYAL,small_airport,Yalgoo Airport,,OC,AU,AU-WA,Yalgoo,YYAL,YLG,,"116.683998108, -28.355300903299998"
YYKI,small_airport,Yorke Island Airport,10.0,OC,AU,AU-QLD,Yorke Island,YYKI,OKR,,"143.405673, -9.752801"
YYLR,small_airport,Yeelirrie Airport,,OC,AU,AU-WA,,YYLR,KYF,,"120.095672607, -27.277060037800002"
YYMI,small_airport,Yam Island Airport,,OC,AU,AU-QLD,Yam Island,YYMI,XMY,,"142.7760009765625, -9.90110969543457"
YYND,small_airport,Yuendumu Airport,2205.0,OC,AU,AU-NT,,YYND,YUE,,"131.78199768066406, -22.254199981689453"
YYNG,medium_airport,Young Airport,1267.0,OC,AU,AU-NSW,,YYNG,NGA,,"148.2480010986328, -34.25559997558594"
YYOR,small_airport,Yorketown Airport,,OC,AU,AU-SA,,YYOR,ORR,,"137.61700439453125, -35"
YYTA,small_airport,Yalata Mission Airport,,OC,AU,AU-SA,Yalata Mission,YYTA,KYI,,"131.8249969482422, -31.470600128173828"
Z13,small_airport,Akiachak Airport,23.0,NA,US,US-AK,Akiachak,Z13,KKI,Z13,"-161.42199707031, 60.904800415039"
Z48,small_airport,Bear Creek 3 Airport,740.0,NA,US,US-AK,Bear Creek,Z48,BCC,Z48,"-156.149454117, 63.5733160384"
Z91,small_airport,Birch Creek Airport,450.0,NA,US,US-AK,Birch Creek,Z91,KBC,Z91,"-145.824005127, 66.2740020752"
Z93,small_airport,Copper Center 2 Airport,1150.0,NA,US,US-AK,Copper Center,Z93,CZC,Z93,"-145.294006348, 61.9412002563"
ZA-0069,small_airport,Ulusaba Airport,1263.0,AF,ZA,ZA-NP,Ulusaba,FAUS,ULX,,"31.3549003601, -24.7854003906"
ZA-0072,small_airport,Tanda Tula Airport,1555.0,AF,ZA,ZA-NP,Welverdiend,FATD,TDT,,"31.2999992371, -24.533599853499997"
ZA-0094,small_airport,Hazyview Airport,1810.0,AF,ZA,ZA-MP,Hazyview,,HZV,,"31.131900787353516, -25.050100326538086"
ZA-0095,small_airport,Khoka Moya Airport,1440.0,AF,ZA,ZA-NP,Khoka Moya,,KHO,,"31.41510009765625, -24.593000411987305"
ZA-0096,small_airport,Mkambati Airport,560.0,AF,ZA,ZA-EC,Mkambati,,MBM,,"29.966699600219727, -31.283300399780273"
ZA-0097,small_airport,Inyati Airport,1245.0,AF,ZA,ZA-NP,Inyati,,INY,,"31.385499954223633, -24.777700424194336"
ZA-0098,small_airport,Tshipise Airport,1786.0,AF,ZA,ZA-NP,Tshipise,,TSD,,"30.175600051879883, -22.619300842285156"
ZA-0138,small_airport,Singita Safari Lodge Airport,1365.0,AF,ZA,ZA-MP,Singita Safari Lodge,,SSX,,"31.42194, -24.801985"
ZA-KIG,small_airport,Koingnaas Airport,228.0,AF,ZA,ZA-NC,Koingnaas,,KIG,,"17.279199600219727, -30.18779945373535"
ZBAA,large_airport,Beijing Capital International Airport,116.0,AS,CN,CN-11,Beijing,ZBAA,PEK,,"116.58499908447266, 40.080101013183594"
